Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
No,0,Yes,No,46,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.45,1066.15,0.815
Yes,0,Yes,Yes,41,DSL,No,Yes,No,Yes,One year,Bank transfer (automatic),66.5,2728.6,2.217
No,0,Yes,No,54,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,109.55,6118.95,3.652
No,1,No,No,67,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,1672.15,0.837
No,0,No,No,12,DSL,No,Yes,No,Yes,Month-to-month,Mailed check,34.0,442.45,1.133
No,0,Yes,No,70,Fiber optic,Yes,Yes,No,Yes,Two year,Credit card (automatic),88.0,5986.45,2.933
No,0,Yes,Yes,10,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.8,196.75,0.66
No,0,No,No,21,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,90.05,1862.9,3.002
Yes,0,No,No,31,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,78.45,2435.15,2.615
Yes,1,Yes,Yes,3,Fiber optic,Yes,No,No,Yes,Month-to-month,Mailed check,88.3,273.75,2.943
No,0,Yes,Yes,63,Fiber optic,No,Yes,No,No,One year,Electronic check,91.35,5764.7,3.045
No,0,No,No,36,DSL,No,Yes,No,Yes,One year,Mailed check,70.7,2511.95,2.357
Yes,1,No,No,46,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),95.25,4424.2,3.175
No,0,Yes,No,57,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,103.05,5925.75,3.435
No,0,Yes,No,57,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),70.35,4124.65,2.345
No,0,No,No,26,DSL,No,No,No,No,One year,Credit card (automatic),51.55,1295.4,1.718
Yes,0,Yes,Yes,10,DSL,No,No,Yes,Yes,Month-to-month,Credit card (automatic),55.2,528.35,1.84
No,0,No,No,63,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,105.4,6713.2,3.513
Yes,0,Yes,No,5,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,94.45,498.1,3.148
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1769.6,0.825
Yes,1,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,45.1,45.1,1.503
No,0,Yes,Yes,54,DSL,Yes,No,No,Yes,Two year,Bank transfer (automatic),60.0,3273.95,2.0
No,0,Yes,Yes,59,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),96.65,5580.8,3.222
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,25.25,25.25,0.842
No,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.45,1718.2,0.815
Yes,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,33.2,0.678
No,0,No,No,12,DSL,Yes,No,No,Yes,One year,Mailed check,33.6,435.45,1.12
No,1,Yes,No,67,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),102.9,6989.7,3.43
Yes,1,No,No,1,DSL,Yes,No,Yes,No,Month-to-month,Electronic check,55.8,55.8,1.86
No,0,No,Yes,28,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,535.35,0.675
Yes,1,No,No,2,DSL,No,No,No,No,Month-to-month,Mailed check,44.95,85.15,1.498
Yes,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.15,317.25,2.638
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,20.25,0.675
No,0,No,No,33,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.7,826.1,0.857
No,0,Yes,No,61,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,106.35,6751.35,3.545
No,0,No,Yes,21,DSL,Yes,No,Yes,No,One year,Mailed check,64.85,1336.8,2.162
No,1,No,No,2,DSL,No,No,Yes,No,Month-to-month,Mailed check,49.95,107.1,1.665
No,0,No,No,8,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,66.65,520.95,2.222
No,0,Yes,Yes,68,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),73.0,5163.0,2.433
Yes,0,No,No,4,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,90.05,368.1,3.002
Yes,0,No,No,6,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.9,469.8,2.497
No,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.65,1887.0,0.855
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.2,19.2,0.64
No,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.95,174.45,2.665
No,0,No,No,2,DSL,No,No,No,No,Month-to-month,Electronic check,24.5,46.4,0.817
Yes,0,Yes,Yes,5,Fiber optic,No,Yes,No,Yes,Month-to-month,Mailed check,99.15,465.05,3.305
No,0,Yes,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,38.0,0.667
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,45.85,45.85,1.528
No,1,Yes,No,61,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,82.15,4904.85,2.738
No,1,Yes,No,35,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),102.05,3452.55,3.402
Yes,1,Yes,No,30,Fiber optic,No,Yes,Yes,No,Month-to-month,Mailed check,79.65,2365.15,2.655
Yes,1,Yes,No,17,Fiber optic,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),85.35,1463.45,2.845
Yes,0,No,No,6,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,56.25,389.1,1.875
No,1,Yes,Yes,60,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,93.25,5774.55,3.108
Yes,0,No,No,68,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,108.45,7176.55,3.615
No,0,Yes,No,52,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),66.25,3330.1,2.208
Yes,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,20.5,0.683
No,0,No,Yes,5,DSL,No,No,No,Yes,Month-to-month,Mailed check,51.0,286.8,1.7
No,0,No,No,6,DSL,No,No,No,No,Month-to-month,Credit card (automatic),45.0,298.7,1.5
No,0,No,Yes,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,89.35,89.35,2.978
No,0,No,No,66,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),88.9,6000.1,2.963
Yes,0,No,No,1,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,74.35,74.35,2.478
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.95,1322.85,0.665
Yes,0,No,No,8,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),80.1,679.3,2.67
No,0,Yes,Yes,24,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),81.0,1923.85,2.7
No,0,Yes,No,8,DSL,No,Yes,Yes,No,Month-to-month,Mailed check,54.75,445.85,1.825
No,1,Yes,No,38,DSL,No,No,No,No,Month-to-month,Electronic check,24.85,955.75,0.828
No,0,No,No,68,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),117.2,8035.95,3.907
Yes,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.75,706.6,2.492
Yes,1,No,No,19,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,79.85,1471.75,2.662
No,0,No,No,9,DSL,Yes,No,No,Yes,Month-to-month,Mailed check,64.95,547.8,2.165
Yes,0,Yes,No,7,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,86.25,587.1,2.875
Yes,0,Yes,No,40,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,101.3,4113.1,3.377
Yes,0,Yes,No,3,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),79.65,251.75,2.655
No,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,19.85,0.662
No,1,Yes,Yes,28,DSL,No,Yes,No,No,One year,Electronic check,39.1,1096.6,1.303
No,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.55,521.35,2.318
No,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),82.3,5980.55,2.743
No,0,No,Yes,7,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.05,96.8,0.668
No,0,Yes,Yes,65,DSL,No,Yes,No,Yes,Two year,Bank transfer (automatic),79.4,5071.9,2.647
No,1,Yes,Yes,56,DSL,Yes,No,No,Yes,Two year,Credit card (automatic),72.6,4084.35,2.42
No,0,Yes,No,15,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,103.45,1539.8,3.448
No,0,No,No,56,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.55,1080.55,0.652
No,0,No,No,9,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,81.15,784.45,2.705
No,0,Yes,No,16,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.4,1189.4,2.513
No,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.55,1403.1,0.685
No,0,Yes,No,68,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.9,7843.55,3.83
No,1,Yes,Yes,50,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),75.15,3822.45,2.505
Yes,0,Yes,No,53,Fiber optic,Yes,No,Yes,No,Month-to-month,Electronic check,93.9,5029.2,3.13
No,0,No,No,10,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,35.75,389.8,1.192
No,0,No,Yes,26,DSL,No,No,Yes,No,Month-to-month,Mailed check,29.8,786.5,0.993
No,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,295.55,0.645
No,0,Yes,No,70,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),49.85,3370.2,1.662
No,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,25.4,1710.9,0.847
Yes,0,No,No,12,Fiber optic,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),98.9,1120.95,3.297
No,0,No,Yes,17,DSL,Yes,No,No,No,Month-to-month,Mailed check,50.3,846.8,1.677
Yes,0,No,No,1,DSL,No,Yes,No,No,Month-to-month,Electronic check,50.75,50.75,1.692
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.8,198.25,0.66
No,0,No,No,7,DSL,No,No,No,No,Month-to-month,Mailed check,54.85,370.4,1.828
Yes,0,Yes,Yes,68,DSL,No,Yes,Yes,Yes,One year,Bank transfer (automatic),75.8,5293.95,2.527
No,0,Yes,Yes,13,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.0,218.55,0.667
No,1,Yes,No,70,Fiber optic,No,Yes,No,Yes,One year,Bank transfer (automatic),105.55,7195.35,3.518
Yes,0,Yes,Yes,7,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,34.5,279.25,1.15
No,0,No,No,5,DSL,Yes,No,Yes,No,Month-to-month,Credit card (automatic),55.8,300.4,1.86
No,0,Yes,Yes,10,DSL,No,Yes,Yes,No,Month-to-month,Mailed check,55.55,551.3,1.852
Yes,1,No,No,19,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,90.6,1660.0,3.02
No,0,No,No,39,DSL,No,No,No,Yes,One year,Electronic check,59.3,2209.15,1.977
No,0,No,No,20,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),108.2,2203.7,3.607
No,1,Yes,Yes,20,Fiber optic,Yes,No,Yes,Yes,One year,Credit card (automatic),94.3,1818.3,3.143
No,1,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),64.95,4546.0,2.165
No,0,No,No,62,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.8,1563.95,0.86
No,0,No,Yes,24,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.75,498.1,0.658
No,0,Yes,No,21,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),54.6,1125.2,1.82
Yes,1,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.65,142.35,2.355
No,0,Yes,Yes,48,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),69.7,3023.65,2.323
No,0,No,No,7,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,74.35,533.6,2.478
Yes,0,No,No,1,DSL,No,No,Yes,No,Month-to-month,Electronic check,54.35,54.35,1.812
No,0,Yes,No,53,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),108.95,5718.2,3.632
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Credit card (automatic),55.0,55.0,1.833
No,0,Yes,Yes,27,DSL,No,Yes,No,No,Month-to-month,Mailed check,49.85,1336.15,1.662
No,0,Yes,Yes,56,Fiber optic,No,No,No,No,One year,Bank transfer (automatic),88.9,4968.0,2.963
Yes,0,Yes,Yes,67,DSL,Yes,No,Yes,No,Two year,Electronic check,79.7,5293.4,2.657
No,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.05,337.9,0.668
No,0,No,No,18,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),75.6,1395.05,2.52
No,1,No,No,37,DSL,No,Yes,Yes,No,Month-to-month,Electronic check,36.65,1315.0,1.222
Yes,0,No,No,41,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),114.5,4527.45,3.817
No,0,No,No,48,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.15,982.95,0.672
Yes,0,No,Yes,1,DSL,No,No,No,No,Month-to-month,Electronic check,44.4,44.4,1.48
No,0,Yes,No,8,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.55,161.15,0.652
No,0,No,No,50,Fiber optic,No,Yes,No,Yes,Two year,Mailed check,100.2,5038.45,3.34
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,24.9,24.9,0.83
Yes,1,No,No,6,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),85.15,503.6,2.838
No,0,No,No,56,DSL,No,Yes,No,Yes,One year,Bank transfer (automatic),75.75,4284.65,2.525
Yes,0,Yes,Yes,14,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,3.03
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,44.75,44.75,1.492
No,0,No,No,34,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),116.25,3899.05,3.875
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),114.05,8468.2,3.802
No,0,Yes,Yes,32,Fiber optic,Yes,Yes,No,No,One year,Electronic check,90.8,3023.85,3.027
No,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.5,365.8,0.683
No,0,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),105.25,7173.15,3.508
No,0,No,No,47,DSL,Yes,No,Yes,Yes,Two year,Mailed check,65.0,2879.9,2.167
Yes,1,No,No,16,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,94.45,1511.2,3.148
No,0,Yes,Yes,44,DSL,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),54.9,2549.1,1.83
No,0,Yes,No,72,Fiber optic,Yes,No,Yes,No,Two year,Electronic check,105.5,7544.0,3.517
Yes,0,Yes,No,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.55,51.15,0.685
No,0,No,No,22,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),94.95,2142.8,3.165
Yes,0,No,No,23,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,104.05,2470.1,3.468
No,0,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),114.75,7842.3,3.825
No,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.25,71.2,0.675
No,0,No,No,44,Fiber optic,Yes,Yes,Yes,No,One year,Electronic check,106.05,4510.8,3.535
No,1,No,No,5,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,85.55,408.5,2.852
No,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.85,63.0,0.662
No,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,84.5,0.672
Yes,0,No,No,3,DSL,No,No,No,Yes,Month-to-month,Electronic check,63.6,155.65,2.12
No,0,No,No,54,Fiber optic,Yes,No,Yes,No,Month-to-month,Mailed check,89.8,4667.0,2.993
No,0,No,No,14,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),24.8,321.7,0.827
Yes,0,No,No,25,DSL,Yes,Yes,Yes,Yes,One year,Mailed check,74.3,1863.8,2.477
Yes,1,No,No,27,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,78.05,2135.5,2.602
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.5,74.5,2.483
No,1,Yes,No,12,DSL,Yes,No,Yes,Yes,One year,Electronic check,79.2,943.85,2.64
No,0,Yes,Yes,13,DSL,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),61.8,750.1,2.06
No,0,Yes,Yes,69,Fiber optic,No,No,No,Yes,Two year,Electronic check,99.35,6856.45,3.312
No,0,No,Yes,35,DSL,No,No,No,No,Month-to-month,Mailed check,50.15,1655.35,1.672
No,0,Yes,Yes,64,Fiber optic,No,No,Yes,No,One year,Credit card (automatic),90.25,5629.15,3.008
Yes,0,Yes,No,21,Fiber optic,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),104.4,2200.25,3.48
Yes,1,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,93.85,196.75,3.128
No,0,No,No,20,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,433.75,0.645
No,0,No,No,26,DSL,No,No,No,Yes,Month-to-month,Bank transfer (automatic),49.15,1237.3,1.638
Yes,0,No,No,3,DSL,No,Yes,No,Yes,Month-to-month,Mailed check,36.85,108.7,1.228
No,0,No,Yes,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,25.45,84.2,0.848
No,0,Yes,Yes,7,DSL,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,75.7,554.05,2.523
Yes,0,No,No,2,DSL,No,No,No,No,Month-to-month,Mailed check,44.65,74.9,1.488
Yes,1,Yes,No,46,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,101.0,4680.05,3.367
Yes,0,Yes,Yes,5,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,85.75,470.95,2.858
No,0,No,No,10,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,36.25,374.0,1.208
Yes,1,No,No,13,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,74.3,940.35,2.477
No,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1836.9,0.825
No,0,No,No,42,DSL,Yes,Yes,No,No,One year,Bank transfer (automatic),60.15,2421.6,2.005
No,0,No,No,9,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),99.3,918.75,3.31
Yes,0,Yes,No,61,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.55,6281.45,3.518
No,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),71.3,157.75,2.377
No,0,Yes,Yes,60,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),74.35,4453.3,2.478
No,0,No,No,39,DSL,No,No,Yes,No,Month-to-month,Credit card (automatic),50.65,1905.4,1.688
No,0,Yes,Yes,15,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,239.75,0.65
No,0,No,No,7,DSL,No,No,No,No,Month-to-month,Mailed check,43.9,278.4,1.463
No,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,331.6,0.653
No,0,Yes,No,61,Fiber optic,No,No,No,Yes,One year,Bank transfer (automatic),101.15,6383.9,3.372
No,0,Yes,Yes,19,DSL,No,No,Yes,No,Month-to-month,Bank transfer (automatic),49.6,962.9,1.653
No,0,No,No,59,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,25.0,1510.5,0.833
No,0,No,Yes,30,DSL,No,No,No,No,Month-to-month,Electronic check,44.5,1307.8,1.483
No,1,Yes,No,62,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),89.8,5629.55,2.993
Yes,0,Yes,Yes,2,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.85,35.9,0.662
No,0,No,No,18,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,77.8,1358.6,2.593
No,1,Yes,No,20,DSL,No,Yes,No,No,Month-to-month,Electronic check,60.0,1259.35,2.0
No,0,No,Yes,5,DSL,No,No,No,Yes,Month-to-month,Bank transfer (automatic),48.65,235.2,1.622
Yes,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,84.3,3588.4,2.81
No,0,Yes,Yes,52,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Bank transfer (automatic),98.15,4993.4,3.272
No,0,Yes,Yes,45,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,19.2,903.7,0.64
No,1,Yes,No,69,Fiber optic,Yes,No,Yes,Yes,One year,Mailed check,110.55,7610.1,3.685
No,0,No,No,36,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),104.8,3886.45,3.493
No,1,No,No,8,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),74.05,600.15,2.468
No,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.7,135.2,2.323
No,0,No,No,5,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,56.15,291.45,1.872
Yes,0,No,No,3,DSL,No,No,No,No,Month-to-month,Electronic check,55.3,196.15,1.843
Yes,0,Yes,No,52,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.05,5624.85,3.502
No,0,No,No,13,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.4,251.65,0.68
No,0,Yes,Yes,38,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.6,763.1,0.653
No,0,No,No,61,Fiber optic,No,Yes,Yes,No,One year,Electronic check,103.95,6423.0,3.465
Yes,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.25,327.45,0.675
Yes,0,Yes,Yes,35,DSL,Yes,No,Yes,Yes,Month-to-month,Electronic check,72.25,2568.55,2.408
No,0,No,Yes,18,DSL,Yes,No,No,No,Month-to-month,Mailed check,57.65,992.7,1.922
No,0,Yes,Yes,23,DSL,No,Yes,No,Yes,Two year,Mailed check,59.7,1414.2,1.99
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),69.7,69.7,2.323
No,1,No,No,46,DSL,No,No,Yes,Yes,One year,Credit card (automatic),69.1,3255.35,2.303
No,0,No,No,26,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,35.75,1022.5,1.192
Yes,0,No,No,11,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,74.95,815.5,2.498
No,0,Yes,Yes,35,DSL,Yes,Yes,No,No,Month-to-month,Credit card (automatic),59.45,2136.9,1.982
Yes,1,No,No,6,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,74.4,434.1,2.48
No,0,Yes,No,31,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),75.5,2424.45,2.517
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.8,69.8,2.327
Yes,1,No,No,38,DSL,Yes,Yes,No,No,Month-to-month,Credit card (automatic),57.15,2250.65,1.905
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),70.0,153.05,2.333
No,1,Yes,No,71,Fiber optic,Yes,No,No,No,Two year,Credit card (automatic),80.7,5676.0,2.69
Yes,1,No,No,16,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.75,1350.15,2.825
No,0,Yes,Yes,42,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.25,854.9,0.675
No,0,No,No,56,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.95,1444.05,0.865
No,0,Yes,No,18,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,88.85,1594.75,2.962
No,1,No,No,13,DSL,No,Yes,Yes,No,Month-to-month,Electronic check,54.8,731.3,1.827
No,0,Yes,No,42,DSL,Yes,No,No,Yes,One year,Credit card (automatic),80.45,3375.9,2.682
Yes,0,Yes,No,59,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,101.1,6039.9,3.37
No,0,No,No,26,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),44.65,1156.55,1.488
No,0,No,Yes,54,Fiber optic,Yes,Yes,No,Yes,One year,Electronic check,105.85,5826.65,3.528
No,0,No,No,40,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.6,973.95,0.82
No,0,Yes,Yes,8,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),76.15,645.8,2.538
No,1,Yes,No,25,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),88.4,2191.15,2.947
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,80.2,146.05,2.673
No,0,Yes,Yes,42,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,19.05,761.85,0.635
No,0,Yes,Yes,51,Fiber optic,Yes,No,No,Yes,One year,Mailed check,95.15,5000.05,3.172
No,0,Yes,Yes,58,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1509.9,0.838
No,0,Yes,No,12,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),85.05,999.8,2.835
No,0,Yes,Yes,9,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.25,172.35,0.675
No,0,No,No,2,DSL,No,No,No,No,Month-to-month,Electronic check,45.55,84.4,1.518
No,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,24.95,1165.9,0.832
Yes,0,No,No,7,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.25,112.3,0.642
No,0,Yes,Yes,8,DSL,No,No,No,No,One year,Mailed check,43.45,345.5,1.448
No,0,No,No,16,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),74.75,1129.35,2.492
No,0,Yes,Yes,55,DSL,Yes,No,No,No,One year,Credit card (automatic),59.45,3157.0,1.982
Yes,0,No,No,10,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),80.05,830.7,2.668
Yes,0,No,No,16,Fiber optic,No,No,No,No,Month-to-month,Electronic check,72.65,1194.3,2.422
